,UNIXTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
4384,1473760504,2.07,51,30.49,96,194.53,6.75,6:09:00,18:28:00
4385,1473760205,2.15,51,30.49,97,193.68,6.75,6:09:00,18:28:00
4386,1473759905,1.99,51,30.49,97,187.64,6.75,6:09:00,18:28:00
4387,1473759607,1.69,51,30.49,97,216.33,3.37,6:09:00,18:28:00
4388,1473759304,1.76,51,30.49,97,190.2,4.5,6:09:00,18:28:00
4389,1473759006,1.83,51,30.49,96,184.57,6.75,6:09:00,18:28:00
4390,1473758706,1.98,51,30.49,95,193.75,5.62,6:09:00,18:28:00
4391,1473758404,1.7,51,30.5,94,193.01,5.62,6:09:00,18:28:00
4392,1473758105,1.8,51,30.5,93,187.94,4.5,6:09:00,18:28:00
4393,1473757804,1.45,51,30.49,92,171.31,4.5,6:09:00,18:28:00
4394,1473757507,2.21,52,30.49,92,170.91,3.37,6:09:00,18:28:00
4395,1473757202,1.68,52,30.5,91,160.98,4.5,6:09:00,18:28:00
4396,1473756906,1.52,52,30.5,91,106.57,2.25,6:09:00,18:28:00
4397,1473756608,1.58,53,30.5,91,106.57,0.0,6:09:00,18:28:00
4398,1473756305,1.71,53,30.5,91,106.63,0.0,6:09:00,18:28:00
4399,1473756003,1.78,53,30.5,92,106.66,0.0,6:09:00,18:28:00
4400,1473755708,1.76,53,30.5,94,106.66,1.12,6:09:00,18:28:00
4401,1473755403,2.02,53,30.5,97,106.72,1.12,6:09:00,18:28:00
4402,1473755112,1.93,53,30.5,99,106.7,1.12,6:09:00,18:28:00
4403,1473754803,1.96,53,30.5,99,106.71,1.12,6:09:00,18:28:00
4404,1473754509,2.1,53,30.5,100,106.76,1.12,6:09:00,18:28:00
4405,1473754202,1.72,53,30.51,100,191.75,1.12,6:09:00,18:28:00
4406,1473753904,1.73,53,30.51,100,191.75,0.0,6:09:00,18:28:00
4407,1473753603,1.9,52,30.51,100,191.73,1.12,6:09:00,18:28:00
4408,1473753305,2.08,52,30.51,100,191.72,3.37,6:09:00,18:28:00
4409,1473753006,1.93,53,30.51,100,302.06,2.25,6:09:00,18:28:00
4410,1473752704,1.97,53,30.51,100,302.12,1.12,6:09:00,18:28:00
4411,1473752408,2.08,53,30.51,100,302.03,0.0,6:09:00,18:28:00
4412,1473752106,2.03,53,30.51,100,302.06,3.37,6:09:00,18:28:00
4413,1473751805,2.03,53,30.51,100,303.31,2.25,6:09:00,18:28:00
4414,1473751505,2.34,54,30.5,100,303.57,1.12,6:09:00,18:28:00
4415,1473751203,2.35,54,30.5,100,303.56,0.0,6:09:00,18:28:00
4416,1473750604,1.95,54,30.5,100,303.81,0.0,6:09:00,18:28:00
4417,1473750303,2.28,54,30.5,100,303.52,1.12,6:09:00,18:28:00
4418,1473750005,1.96,54,30.5,100,303.79,1.12,6:09:00,18:28:00
4419,1473749707,2.28,54,30.5,100,303.54,0.0,6:09:00,18:28:00
4420,1473749403,2.33,54,30.5,100,303.51,2.25,6:09:00,18:28:00
4421,1473749106,2.4,54,30.49,100,303.36,0.0,6:09:00,18:28:00
4422,1473748803,2.29,54,30.49,100,303.47,0.0,6:09:00,18:28:00
4423,1473748504,2.29,54,30.49,100,303.51,0.0,6:09:00,18:28:00
4424,1473748207,2.31,54,30.49,100,301.52,1.12,6:09:00,18:28:00
4425,1473747907,2.36,54,30.49,100,324.71,2.25,6:09:00,18:28:00
4426,1473747608,2.54,54,30.49,100,322.7,2.25,6:09:00,18:28:00
4427,1473747304,2.49,54,30.49,100,322.78,0.0,6:09:00,18:28:00
4428,1473747004,2.51,54,30.49,100,322.73,2.25,6:09:00,18:28:00
4429,1473746706,1.72,54,30.49,100,323.43,3.37,6:09:00,18:28:00
4430,1473746403,1.74,54,30.49,100,323.35,3.37,6:09:00,18:28:00
4431,1473746106,1.82,55,30.49,100,326.4,3.37,6:09:00,18:28:00
4432,1473745803,1.97,55,30.49,100,346.49,2.25,6:09:00,18:28:00
4433,1473745504,1.89,55,30.49,100,347.94,3.37,6:09:00,18:28:00
4434,1473745206,1.72,55,30.49,100,351.2,2.25,6:09:00,18:28:00
4435,1473744908,1.64,55,30.49,100,350.79,4.5,6:09:00,18:28:00
4436,1473744603,1.8,55,30.48,100,345.01,3.37,6:09:00,18:28:00
4437,1473744307,1.76,55,30.48,100,341.47,3.37,6:09:00,18:28:00
4438,1473744004,2.02,55,30.48,99,347.6,4.5,6:09:00,18:28:00
4439,1473743704,2.01,55,30.48,99,344.46,2.25,6:09:00,18:28:00
4440,1473743404,2.11,55,30.48,99,342.51,3.37,6:09:00,18:28:00
4441,1473743105,2.11,55,30.48,99,339.65,3.37,6:09:00,18:28:00
4442,1473742806,2.0,55,30.47,99,359.15,4.5,6:09:00,18:28:00
4443,1473742503,2.4,55,30.47,99,336.82,3.37,6:09:00,18:28:00
4444,1473742205,1.99,55,30.47,99,351.2,3.37,6:09:00,18:28:00
4445,1473741909,2.11,55,30.47,99,351.07,0.0,6:09:00,18:28:00
4446,1473741602,2.17,55,30.47,99,351.17,2.25,6:09:00,18:28:00
4447,1473741304,2.75,56,30.47,99,350.25,4.5,6:09:00,18:28:00
4448,1473741006,3.6,55,30.47,99,346.14,3.37,6:09:00,18:28:00
4449,1473740706,2.92,56,30.48,99,338.04,5.62,6:09:00,18:28:00
4450,1473740402,5.09,56,30.47,99,340.11,6.75,6:09:00,18:28:00
4451,1473740103,9.35,56,30.47,99,325.2,4.5,6:09:00,18:28:00
4452,1473739810,6.6,56,30.47,99,335.35,7.87,6:09:00,18:28:00
4453,1473739505,8.83,56,30.47,99,325.03,4.5,6:09:00,18:28:00
4454,1473739209,10.54,56,30.47,99,339.93,3.37,6:09:00,18:28:00
4455,1473738905,13.26,56,30.47,99,2.33,3.37,6:09:00,18:28:00
4456,1473738608,18.93,56,30.47,99,1.2,1.12,6:09:00,18:28:00
4457,1473738318,14.27,56,30.46,99,10.61,3.37,6:09:00,18:28:00
4458,1473738021,13.21,56,30.46,99,2.65,4.5,6:09:00,18:28:00
4459,1473737722,20.21,56,30.46,99,27.84,2.25,6:09:00,18:28:00
4460,1473737421,17.93,56,30.46,99,352.8,2.25,6:09:00,18:28:00
4461,1473737118,11.01,56,30.46,99,352.27,0.0,6:09:00,18:28:00
4462,1473736520,44.51,56,30.47,99,8.46,1.12,6:09:00,18:28:00
4463,1473736220,51.11,56,30.46,99,7.37,2.25,6:09:00,18:28:00
4464,1473735919,92.04,56,30.46,99,9.24,1.12,6:09:00,18:28:00
4465,1473735624,93.58,56,30.46,99,335.71,5.62,6:09:00,18:28:00
4466,1473735322,54.39,57,30.47,98,354.88,7.87,6:09:00,18:28:00
4467,1473735020,43.95,57,30.47,98,350.51,3.37,6:09:00,18:28:00
4468,1473734722,63.39,57,30.46,97,335.43,4.5,6:09:00,18:28:00
4469,1473734422,34.75,57,30.47,96,354.14,5.62,6:09:00,18:28:00
4470,1473734125,53.27,58,30.47,94,335.99,6.75,6:09:00,18:28:00
4471,1473733822,58.17,58,30.47,94,333.35,5.62,6:09:00,18:28:00
4472,1473733520,47.63,58,30.47,95,337.76,7.87,6:09:00,18:28:00
4473,1473733222,80.4,57,30.46,96,336.85,10.12,6:09:00,18:28:00
4474,1473732918,24.55,57,30.46,97,359.45,3.37,6:09:00,18:28:00
4475,1473732621,24.28,57,30.46,97,0.47,3.37,6:09:00,18:28:00
4476,1473732320,40.13,57,30.46,97,15.98,4.5,6:09:00,18:28:00
4477,1473732019,52.42,57,30.46,97,355.81,5.62,6:09:00,18:28:00
4478,1473731722,28.04,57,30.46,96,9.99,3.37,6:09:00,18:28:00
4479,1473731420,35.63,58,30.46,96,335.92,6.75,6:09:00,18:28:00
4480,1473731120,18.9,58,30.46,96,16.84,4.5,6:09:00,18:28:00
4481,1473730819,46.41,58,30.46,96,57.93,1.12,6:09:00,18:28:00
4482,1473730522,64.63,58,30.46,96,37.21,7.87,6:09:00,18:28:00
4483,1473730221,40.23,58,30.46,95,21.9,7.87,6:09:00,18:28:00
4484,1473729927,38.54,59,30.46,95,26.47,3.37,6:09:00,18:28:00
4485,1473729620,72.71,59,30.46,94,0.91,7.87,6:09:00,18:28:00
4486,1473729321,89.64,59,30.46,94,16.19,3.37,6:09:00,18:28:00
4487,1473729021,67.4,59,30.46,94,31.35,4.5,6:09:00,18:28:00
4488,1473728720,73.36,59,30.46,94,24.41,7.87,6:09:00,18:28:00
4489,1473728421,56.11,59,30.46,93,24.94,7.87,6:09:00,18:28:00
4490,1473728118,43.06,60,30.46,93,7.7,4.5,6:09:00,18:28:00
4491,1473727521,299.24,59,30.46,93,59.17,4.5,6:09:00,18:28:00
4492,1473727221,230.83,59,30.46,93,37.27,5.62,6:09:00,18:28:00
4493,1473726919,182.23,59,30.46,93,49.63,6.75,6:09:00,18:28:00
4494,1473726623,205.95,59,30.46,93,27.88,4.5,6:09:00,18:28:00
4495,1473726322,128.86,59,30.47,94,33.41,7.87,6:09:00,18:28:00
4496,1473726036,190.92,59,30.47,94,13.45,12.37,6:09:00,18:28:00
4497,1473725720,124.08,60,30.47,92,67.15,4.5,6:09:00,18:28:00
4498,1473725419,141.52,60,30.47,92,27.27,9.0,6:09:00,18:28:00
4499,1473725123,112.62,60,30.47,90,15.79,9.0,6:09:00,18:28:00
4500,1473724819,122.06,60,30.47,91,35.07,12.37,6:09:00,18:28:00
4501,1473724522,155.15,60,30.47,91,12.11,11.25,6:09:00,18:28:00
4502,1473724222,368.95,61,30.47,90,29.52,13.5,6:09:00,18:28:00
4503,1473723621,229.09,61,30.48,88,2.81,5.62,6:09:00,18:28:00
4504,1473723319,155.97,61,30.48,86,14.5,6.75,6:09:00,18:28:00
4505,1473723019,149.16,62,30.48,87,336.0,2.25,6:09:00,18:28:00
4506,1473722720,316.89,62,30.48,81,32.37,6.75,6:09:00,18:28:00
4507,1473722422,243.96,61,30.48,82,70.85,2.25,6:09:00,18:28:00
4508,1473722122,207.02,61,30.48,84,43.45,7.87,6:09:00,18:28:00
4509,1473721823,219.81,61,30.48,83,33.03,7.87,6:09:00,18:28:00
4510,1473721521,210.1,61,30.48,85,22.53,9.0,6:09:00,18:28:00
4511,1473721223,207.27,61,30.48,86,17.8,11.25,6:09:00,18:28:00
4512,1473720922,168.49,61,30.49,86,25.51,3.37,6:09:00,18:28:00
4513,1473720623,155.49,61,30.49,85,43.21,9.0,6:09:00,18:28:00
4514,1473720323,235.73,61,30.49,85,25.01,2.25,6:09:00,18:28:00
4515,1473720022,108.19,61,30.49,85,349.15,4.5,6:09:00,18:28:00
4516,1473719421,181.51,61,30.5,84,5.5,6.75,6:09:00,18:28:00
4517,1473719119,185.47,62,30.5,84,15.44,9.0,6:09:00,18:28:00
4518,1473718823,158.03,62,30.5,82,8.41,5.62,6:09:00,18:28:00
4519,1473718522,226.85,63,30.51,78,6.22,10.12,6:09:00,18:28:00
4520,1473718222,160.85,63,30.5,78,273.73,7.87,6:09:00,18:28:00
4521,1473717918,183.35,63,30.5,78,337.23,1.12,6:09:00,18:28:00
4522,1473717623,162.62,63,30.5,77,1.14,4.5,6:09:00,18:28:00
4523,1473717323,1359.79,63,30.5,77,54.71,6.75,6:09:00,18:28:00
4524,1473717022,176.88,64,30.51,77,21.69,11.25,6:09:00,18:28:00
4525,1473716719,244.68,65,30.51,74,114.05,2.25,6:09:00,18:28:00
4526,1473716419,477.05,64,30.51,72,281.21,4.5,6:09:00,18:28:00
4527,1473716123,312.86,65,30.52,72,351.86,6.75,6:09:00,18:28:00
4528,1473715819,435.61,65,30.51,70,6.16,5.62,6:09:00,18:28:00
4529,1473715520,408.61,65,30.51,71,297.0,10.12,6:09:00,18:28:00
4530,1473715220,956.25,65,30.52,66,319.11,6.75,6:09:00,18:28:00
4531,1473714918,258.79,65,30.52,66,357.2,9.0,6:09:00,18:28:00
4532,1473714621,195.46,66,30.52,65,351.07,7.87,6:09:00,18:28:00
4533,1473714321,410.96,66,30.52,66,350.2,5.62,6:09:00,18:28:00
4534,1473714020,674.36,65,30.52,56,337.17,1.12,6:09:00,18:28:00
4535,1473713722,1180.9,65,30.52,56,9.22,9.0,6:09:00,18:28:00
4536,1473713419,247.18,66,30.52,54,1.44,9.0,6:09:00,18:28:00
4537,1473713125,1057.64,66,30.52,55,47.52,2.25,6:09:00,18:28:00
4538,1473712820,986.54,65,30.52,58,1.87,4.5,6:09:00,18:28:00
4539,1473712518,977.1,65,30.52,58,7.76,7.87,6:09:00,18:28:00
4540,1473712223,941.88,65,30.53,57,8.3,9.0,6:09:00,18:28:00
4541,1473711921,924.57,65,30.52,55,1.65,4.5,6:09:00,18:28:00
4542,1473711623,914.39,64,30.52,56,263.71,4.5,6:09:00,18:28:00
4543,1473711319,898.98,64,30.52,57,32.85,5.62,6:09:00,18:28:00
4544,1473711024,886.67,64,30.52,57,51.59,4.5,6:09:00,18:28:00
4545,1473710725,874.45,64,30.52,58,22.08,9.0,6:09:00,18:28:00
4546,1473710424,858.22,63,30.52,59,357.97,4.5,6:09:00,18:28:00
4547,1473710119,844.41,63,30.52,59,76.79,2.25,6:09:00,18:28:00
4548,1473709820,830.85,63,30.52,59,16.12,7.87,6:09:00,18:28:00
4549,1473709520,818.25,62,30.52,59,34.69,6.75,6:09:00,18:28:00
4550,1473709220,801.76,62,30.52,59,41.48,4.5,6:09:00,18:28:00
4551,1473708920,789.5,62,30.52,61,16.2,10.12,6:09:00,18:28:00
4552,1473708622,771.49,62,30.52,61,335.43,7.87,6:09:00,18:28:00
4553,1473708319,754.1,62,30.52,62,354.41,1.12,6:09:00,18:28:00
4554,1473708020,738.71,61,30.52,63,32.52,5.62,6:09:00,18:28:00
4555,1473707722,723.91,61,30.51,64,358.98,3.37,6:09:00,18:28:00
4556,1473707423,706.4,61,30.51,65,52.03,1.12,6:09:00,18:28:00
4557,1473707122,689.99,60,30.52,66,335.58,5.62,6:09:00,18:28:00
4558,1473706822,668.68,60,30.51,67,39.8,3.37,6:09:00,18:28:00
4559,1473706523,648.95,60,30.51,66,335.57,4.5,6:09:00,18:28:00
4560,1473706220,632.99,60,30.51,68,48.72,3.37,6:09:00,18:28:00
4561,1473705923,614.57,60,30.51,68,335.49,4.5,6:09:00,18:28:00
4562,1473705619,594.34,59,30.51,69,63.04,2.25,6:09:00,18:28:00
4563,1473705318,574.41,58,30.51,71,24.35,3.37,6:09:00,18:28:00
4564,1473705018,555.64,58,30.51,69,19.01,2.25,6:09:00,18:28:00
4565,1473704419,515.95,58,30.51,70,2.0,3.37,6:09:00,18:28:00
4566,1473704121,495.0,58,30.51,68,26.43,2.25,6:09:00,18:28:00
4567,1473703818,473.84,59,30.51,63,3.08,5.62,6:09:00,18:28:00
4568,1473703521,454.42,60,30.5,61,335.78,4.5,6:09:00,18:28:00
4569,1473703219,433.58,60,30.5,61,14.27,3.37,6:09:00,18:28:00
4570,1473702924,415.29,60,30.5,57,76.44,4.5,6:09:00,18:28:00
4571,1473702621,390.7,59,30.5,59,109.18,2.25,6:09:00,18:28:00
4572,1473702321,372.75,58,30.5,60,134.93,2.25,6:09:00,18:28:00
4573,1473702019,351.42,57,30.5,63,150.45,2.25,6:09:00,18:28:00
4574,1473701721,327.45,55,30.5,65,151.63,2.25,6:09:00,18:28:00
4575,1473701419,308.85,53,30.5,68,153.25,1.12,6:09:00,18:28:00
4576,1473701120,284.28,52,30.5,74,153.26,1.12,6:09:00,18:28:00
4577,1473700519,233.35,49,30.49,78,160.14,3.37,6:09:00,18:28:00
4578,1473700222,214.86,48,30.49,77,174.56,5.62,6:09:00,18:28:00
4579,1473699918,171.88,48,30.49,75,167.3,4.5,6:09:00,18:28:00
4580,1473699621,47.51,47,30.49,75,169.85,3.37,6:09:00,18:28:00
4581,1473699324,31.69,47,30.49,76,175.47,4.5,6:09:00,18:28:00
4582,1473699024,30.5,47,30.48,75,173.66,3.37,6:09:00,18:28:00
4583,1473698721,30.27,46,30.48,72,166.97,5.62,6:09:00,18:28:00
4584,1473698419,26.9,46,30.48,73,166.41,5.62,6:09:00,18:28:00
4585,1473698119,23.87,45,30.48,75,183.84,6.75,6:09:00,18:28:00
4586,1473697819,21.66,45,30.48,74,176.32,4.5,6:09:00,18:28:00
4587,1473697520,18.75,45,30.48,74,170.18,5.62,6:09:00,18:28:00
4588,1473697221,14.33,46,30.48,72,168.6,5.62,6:09:00,18:28:00
4589,1473696923,9.81,46,30.48,72,170.36,4.5,6:09:00,18:28:00
4590,1473696623,6.63,46,30.48,71,169.81,4.5,6:09:00,18:28:00
4591,1473696323,5.22,46,30.48,71,170.14,4.5,6:09:00,18:28:00
4592,1473696021,3.92,46,30.48,71,167.15,3.37,6:09:00,18:28:00
4593,1473695723,1.88,46,30.48,72,166.43,2.25,6:09:00,18:28:00
4594,1473695421,1.78,46,30.48,71,178.41,4.5,6:09:00,18:28:00
4595,1473695119,1.82,46,30.48,71,162.53,4.5,6:09:00,18:28:00
4596,1473694819,1.73,46,30.48,72,174.09,4.5,6:09:00,18:28:00
4597,1473694518,2.03,46,30.48,70,170.81,2.25,6:09:00,18:28:00
4598,1473694219,1.85,46,30.48,71,176.38,3.37,6:09:00,18:28:00
4599,1473693922,1.88,46,30.48,70,188.38,7.87,6:09:00,18:28:00
4600,1473693620,2.08,46,30.47,72,193.09,9.0,6:09:00,18:28:00
4601,1473693320,1.72,45,30.47,73,200.31,7.87,6:09:00,18:28:00
4602,1473693018,1.96,45,30.47,75,204.19,6.75,6:09:00,18:28:00
4603,1473692727,1.91,45,30.47,76,195.24,6.75,6:09:00,18:28:00
4604,1473692422,2.14,45,30.47,79,199.7,6.75,6:09:00,18:28:00
4605,1473692119,2.2,45,30.47,80,197.36,4.5,6:09:00,18:28:00
4606,1473691822,2.38,45,30.47,77,200.99,5.62,6:09:00,18:28:00
4607,1473691521,2.37,45,30.47,79,180.54,4.5,6:09:00,18:28:00
4608,1473691222,2.08,45,30.47,83,189.54,6.75,6:09:00,18:28:00
4609,1473690925,2.17,45,30.47,82,186.68,4.5,6:09:00,18:28:00
4610,1473690624,2.01,45,30.47,86,188.44,4.5,6:09:00,18:28:00
4611,1473690319,2.06,45,30.47,85,188.92,5.62,6:09:00,18:28:00
4612,1473690026,1.94,45,30.47,86,189.27,4.5,6:09:00,18:28:00
4613,1473689723,2.05,45,30.47,83,194.39,5.62,6:09:00,18:28:00
4614,1473689419,1.84,45,30.47,82,192.17,5.62,6:09:00,18:28:00
4615,1473689126,1.96,45,30.47,86,190.77,6.75,6:09:00,18:28:00
4616,1473688824,1.96,45,30.46,84,185.34,4.5,6:09:00,18:28:00
4617,1473688520,2.06,45,30.46,88,180.24,4.5,6:09:00,18:28:00
4618,1473688219,2.07,45,30.46,88,177.46,5.62,6:09:00,18:28:00
4619,1473687622,1.92,45,30.46,90,181.0,4.5,6:09:00,18:28:00
4620,1473687321,1.8,45,30.47,91,180.18,5.62,6:09:00,18:28:00
4621,1473687023,2.01,46,30.47,90,174.8,4.5,6:09:00,18:28:00
4622,1473686723,1.88,46,30.47,90,173.44,4.5,6:09:00,18:28:00
4623,1473686419,1.9,46,30.47,89,173.44,4.5,6:09:00,18:28:00
4624,1473686122,1.99,46,30.47,87,173.5,5.62,6:09:00,18:28:00
4625,1473685822,2.16,47,30.47,87,172.06,4.5,6:09:00,18:28:00
4626,1473685222,1.91,47,30.47,88,172.72,4.5,6:09:00,18:28:00
4627,1473684920,1.89,47,30.47,89,172.87,4.5,6:09:00,18:28:00
4628,1473684621,1.96,47,30.47,90,177.76,1.12,6:09:00,18:28:00
4629,1473684319,2.04,47,30.47,85,177.76,3.37,6:09:00,18:28:00
4630,1473684022,1.97,47,30.47,85,178.94,6.75,6:09:00,18:28:00
4631,1473683723,1.94,47,30.47,87,179.85,5.62,6:09:00,18:28:00
4632,1473683431,1.95,47,30.47,87,179.01,6.75,6:09:00,18:28:00
4633,1473683118,1.98,47,30.47,88,179.43,5.62,6:09:00,18:28:00
4634,1473682820,2.08,47,30.47,86,179.7,7.87,6:09:00,18:28:00
4635,1473682519,1.92,47,30.47,85,177.83,7.87,6:09:00,18:28:00
4636,1473682221,2.05,47,30.47,86,172.82,7.87,6:09:00,18:28:00
4637,1473681925,2.1,47,30.47,88,180.55,7.87,6:09:00,18:28:00
4638,1473681620,1.95,47,30.47,90,177.77,7.87,6:09:00,18:28:00
4639,1473681318,1.92,47,30.48,92,177.64,6.75,6:09:00,18:28:00
4640,1473681022,2.03,47,30.48,94,182.37,5.62,6:09:00,18:28:00
4641,1473680722,1.92,46,30.48,93,179.51,6.75,6:09:00,18:28:00
4642,1473680425,1.93,46,30.48,93,185.75,6.75,6:09:00,18:28:00
4643,1473680128,1.87,46,30.48,92,191.6,3.37,6:09:00,18:28:00
4644,1473679824,1.99,46,30.48,92,191.59,4.5,6:09:00,18:28:00
4645,1473679524,2.03,46,30.48,91,191.59,3.37,6:09:00,18:28:00
4646,1473679222,1.87,46,30.49,89,191.6,4.5,6:09:00,18:28:00
4647,1473678920,2.11,46,30.48,89,191.59,5.62,6:09:00,18:28:00
4648,1473678623,2.07,46,30.49,88,191.58,3.37,6:09:00,18:28:00
4649,1473678324,2.02,46,30.49,89,191.59,5.62,6:09:00,18:28:00
4650,1473678029,1.98,46,30.49,89,191.87,5.62,6:09:00,18:28:00
4651,1473677428,2.29,47,30.49,92,176.41,3.37,6:09:00,18:28:00
4652,1473677125,1.87,47,30.49,93,174.08,4.5,6:09:00,18:28:00
4653,1473676525,2.09,47,30.49,93,174.93,3.37,6:09:00,18:28:00
4654,1473676221,2.21,47,30.49,95,170.63,4.5,6:09:00,18:28:00
4655,1473675922,2.56,47,30.5,95,170.62,3.37,6:09:00,18:28:00
4656,1473675622,2.46,47,30.5,95,170.63,2.25,6:09:00,18:28:00
4657,1473674418,2.07,48,30.5,94,170.66,2.25,6:09:00,18:28:00
4658,1473674124,2.15,48,30.5,95,170.67,3.37,6:09:00,18:29:00
4659,1473673820,2.14,48,30.5,95,170.55,3.37,6:09:00,18:29:00
4660,1473673523,2.1,48,30.5,95,175.95,3.37,6:09:00,18:29:00
4661,1473673224,2.12,48,30.5,96,175.97,3.37,6:09:00,18:29:00
4662,1473672923,2.4,49,30.5,97,180.35,3.37,6:09:00,18:29:00
4663,1473672619,2.38,49,30.51,98,180.83,3.37,6:09:00,18:29:00
4664,1473672324,2.16,49,30.51,98,180.83,4.5,6:09:00,18:29:00
4665,1473672022,2.16,49,30.51,98,179.51,5.62,6:09:00,18:29:00
4666,1473671719,2.75,49,30.51,99,173.23,4.5,6:09:00,18:29:00
4667,1473671421,2.45,49,30.51,98,173.01,4.5,6:09:00,18:29:00
4668,1473671119,2.37,49,30.51,98,172.14,4.5,6:09:00,18:29:00
4669,1473670824,2.35,49,30.51,98,170.56,4.5,6:09:00,18:29:00
4670,1473670523,2.34,50,30.51,98,170.54,2.25,6:09:00,18:29:00
4671,1473670218,2.17,50,30.51,98,170.53,2.25,6:09:00,18:29:00
4672,1473669918,2.3,50,30.51,98,170.53,1.12,6:09:00,18:29:00
4673,1473669620,2.37,49,30.51,97,170.53,1.12,6:09:00,18:29:00
4674,1473669324,2.44,50,30.51,97,170.53,3.37,6:09:00,18:29:00
4675,1473669020,2.38,50,30.51,97,170.72,2.25,6:09:00,18:29:00
4676,1473668725,2.57,50,30.51,98,170.38,2.25,6:09:00,18:29:00
4677,1473668420,2.36,50,30.51,98,169.52,3.37,6:09:00,18:29:00
4678,1473668119,2.54,50,30.51,99,165.52,3.37,6:09:00,18:29:00
4679,1473667822,2.74,50,30.51,99,171.24,3.37,6:09:00,18:29:00
4680,1473667521,2.44,50,30.51,99,180.15,3.37,6:09:00,18:29:00
4681,1473667221,2.46,50,30.51,99,180.18,3.37,6:09:00,18:29:00
4682,1473666919,2.21,51,30.51,99,180.26,2.25,6:09:00,18:29:00
4683,1473666620,2.51,51,30.51,99,180.25,2.25,6:09:00,18:29:00
4684,1473666324,2.28,52,30.51,99,180.26,3.37,6:09:00,18:29:00
4685,1473666021,2.23,52,30.51,99,180.26,1.12,6:09:00,18:29:00
4686,1473665724,2.22,52,30.51,99,180.25,3.37,6:09:00,18:29:00
4687,1473665418,2.42,53,30.51,100,185.54,4.5,6:09:00,18:29:00
4688,1473665119,2.33,53,30.51,100,171.57,4.5,6:09:00,18:29:00
4689,1473664822,2.52,53,30.51,100,171.55,2.25,6:09:00,18:29:00
4690,1473664525,2.71,53,30.51,100,171.55,2.25,6:09:00,18:29:00
4691,1473664221,2.5,53,30.51,100,133.59,1.12,6:09:00,18:29:00
4692,1473663922,2.86,53,30.51,100,131.52,2.25,6:09:00,18:29:00
4693,1473663619,2.97,53,30.51,100,130.31,0.0,6:09:00,18:29:00
4694,1473663321,2.12,53,30.51,99,130.1,0.0,6:09:00,18:29:00
4695,1473663023,2.06,53,30.51,99,130.09,0.0,6:09:00,18:29:00
4696,1473662719,1.72,53,30.5,99,130.04,0.0,6:09:00,18:29:00
4697,1473662423,2.15,53,30.5,99,130.13,1.12,6:09:00,18:29:00
4698,1473662122,2.21,53,30.5,99,130.15,0.0,6:09:00,18:29:00
4699,1473661820,1.83,52,30.5,98,130.07,2.25,6:09:00,18:29:00
4700,1473661520,1.93,52,30.5,96,151.71,2.25,6:09:00,18:29:00
4701,1473661223,1.72,52,30.5,94,154.18,2.25,6:09:00,18:29:00
4702,1473660924,1.88,52,30.5,94,131.73,3.37,6:09:00,18:29:00
4703,1473660618,1.64,52,30.5,94,59.12,1.12,6:09:00,18:29:00
4704,1473660325,2.5,53,30.49,94,59.61,1.12,6:09:00,18:29:00
4705,1473660021,2.17,53,30.49,93,59.49,1.12,6:09:00,18:29:00
4706,1473659718,2.65,53,30.49,93,59.63,2.25,6:09:00,18:29:00
4707,1473659421,2.27,54,30.49,93,59.4,2.25,6:09:00,18:29:00
4708,1473659122,2.81,54,30.49,93,59.63,0.0,6:09:00,18:29:00
4709,1473658823,3.21,54,30.49,92,59.85,1.12,6:09:00,18:29:00
4710,1473658220,2.01,55,30.49,93,59.26,0.0,6:09:00,18:29:00
4711,1473657919,1.7,55,30.49,92,59.09,0.0,6:09:00,18:29:00
4712,1473657622,1.89,55,30.48,92,59.16,0.0,6:09:00,18:29:00
4713,1473657324,1.66,55,30.49,90,59.05,0.0,6:09:00,18:29:00
4714,1473657020,1.68,56,30.48,90,59.05,0.0,6:09:00,18:29:00
4715,1473656724,1.89,56,30.48,91,59.12,2.25,6:09:00,18:29:00
4716,1473656420,1.68,56,30.48,92,53.37,0.0,6:09:00,18:29:00
4717,1473656119,1.88,56,30.48,92,53.48,1.12,6:09:00,18:29:00
4718,1473655822,2.0,56,30.48,93,53.54,0.0,6:09:00,18:29:00
4719,1473655522,1.98,56,30.48,95,60.38,0.0,6:09:00,18:29:00
4720,1473655220,1.71,56,30.48,96,116.57,1.12,6:09:00,18:29:00
4721,1473654920,2.18,56,30.48,97,123.36,2.25,6:09:00,18:29:00
4722,1473654621,3.7,56,30.48,98,119.56,3.37,6:09:00,18:29:00
4723,1473654318,5.89,56,30.47,98,130.95,2.25,6:09:00,18:29:00
4724,1473654018,8.87,56,30.47,99,90.32,2.25,6:09:00,18:29:00
4725,1473653723,12.21,56,30.47,99,110.17,4.5,6:09:00,18:29:00
4726,1473653422,19.94,55,30.47,99,122.08,4.5,6:09:00,18:29:00
4727,1473653121,25.66,56,30.47,100,70.45,0.0,6:09:00,18:29:00
4728,1473652822,30.5,56,30.46,100,62.03,2.25,6:09:00,18:29:00
4729,1473652522,22.37,56,30.47,100,52.62,5.62,6:09:00,18:29:00
4730,1473652220,40.66,56,30.46,100,27.78,2.25,6:09:00,18:29:00
4731,1473651919,60.81,56,30.46,100,18.61,2.25,6:09:00,18:29:00
